condition_status,year,race,bmi,wtgain,counts,condition
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Normal 18.5-24.9,41 to 98 pounds,702,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Normal 18.5-24.9,Unknown or Not Stated,44,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,Less than 11 pounds,523,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,11 to 20 pounds,641,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,21 to 30 pounds,796,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,31 to 40 pounds,626,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,41 to 98 pounds,746,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Overweight 25.0-29.9,Unknown or Not Stated,47,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Obesity I 30.0-34.9,Less than 11 pounds,570,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Obesity I 30.0-34.9,11 to 20 pounds,589,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Obesity I 30.0-34.9,21 to 30 pounds,591,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Obesity I 30.0-34.9,31 to 40 pounds,383,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Obesity I 30.0-34.9,41 to 98 pounds,503,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Obesity I 30.0-34.9,Unknown or Not Stated,41,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Obesity II 35.0-39.9,Less than 11 pounds,422,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Obesity II 35.0-39.9,11 to 20 pounds,379,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Obesity II 35.0-39.9,21 to 30 pounds,353,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Obesity II 35.0-39.9,31 to 40 pounds,231,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Obesity II 35.0-39.9,41 to 98 pounds,267,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Obesity II 35.0-39.9,Unknown or Not Stated,41,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Extreme Obesity III > 39.9,Less than 11 pounds,383,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Extreme Obesity III > 39.9,11 to 20 pounds,247,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Extreme Obesity III > 39.9,21 to 30 pounds,237,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Extreme Obesity III > 39.9,31 to 40 pounds,158,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Extreme Obesity III > 39.9,41 to 98 pounds,188,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Extreme Obesity III > 39.9,Unknown or Not Stated,24,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Unknown or Not Stated,Less than 11 pounds,18,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Unknown or Not Stated,11 to 20 pounds,12,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Unknown or Not Stated,21 to 30 pounds,13,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Unknown or Not Stated,31 to 40 pounds,10,fertility_enhancing_drugs
Not Applicable,2021,Native Hawaiian or Other Pacific Islander,Unknown or Not Stated,Unknown or Not Stated,742,fertility_enhancing_drugs
Not Applicable,2021,White,Underweight <18.5,Less than 11 pounds,1331,fertility_enhancing_drugs
Not Applicable,2021,White,Underweight <18.5,11 to 20 pounds,7637,fertility_enhancing_drugs
Not Applicable,2021,White,Underweight <18.5,21 to 30 pounds,19810,fertility_enhancing_drugs
Not Applicable,2021,White,Underweight <18.5,31 to 40 pounds,18392,fertility_enhancing_drugs
Not Applicable,2021,White,Underweight <18.5,41 to 98 pounds,16451,fertility_enhancing_drugs
Not Applicable,2021,White,Underweight <18.5,Unknown or Not Stated,483,fertility_enhancing_drugs
Not Applicable,2021,White,Normal 18.5-24.9,Less than 11 pounds,29331,fertility_enhancing_drugs
Not Applicable,2021,White,Normal 18.5-24.9,11 to 20 pounds,125707,fertility_enhancing_drugs
Not Applicable,2021,White,Normal 18.5-24.9,21 to 30 pounds,307486,fertility_enhancing_drugs
Not Applicable,2021,White,Normal 18.5-24.9,31 to 40 pounds,300936,fertility_enhancing_drugs
Not Applicable,2021,White,Normal 18.5-24.9,41 to 98 pounds,246101,fertility_enhancing_drugs
Not Applicable,2021,White,Normal 18.5-24.9,Unknown or Not Stated,7724,fertility_enhancing_drugs
Not Applicable,2021,White,Overweight 25.0-29.9,Less than 11 pounds,52788,fertility_enhancing_drugs
Not Applicable,2021,White,Overweight 25.0-29.9,11 to 20 pounds,127097,fertility_enhancing_drugs
Not Applicable,2021,White,Overweight 25.0-29.9,21 to 30 pounds,198442,fertility_enhancing_drugs
Not Applicable,2021,White,Overweight 25.0-29.9,31 to 40 pounds,166936,fertility_enhancing_drugs
Not Applicable,2021,White,Overweight 25.0-29.9,41 to 98 pounds,158576,fertility_enhancing_drugs
Not Applicable,2021,White,Overweight 25.0-29.9,Unknown or Not Stated,5077,fertility_enhancing_drugs
Not Applicable,2021,White,Obesity I 30.0-34.9,Less than 11 pounds,60419,fertility_enhancing_drugs
Not Applicable,2021,White,Obesity I 30.0-34.9,11 to 20 pounds,95500,fertility_enhancing_drugs
Not Applicable,2021,White,Obesity I 30.0-34.9,21 to 30 pounds,109605,fertility_enhancing_drugs
Not Applicable,2021,White,Obesity I 30.0-34.9,31 to 40 pounds,76721,fertility_enhancing_drugs
Not Applicable,2021,White,Obesity I 30.0-34.9,41 to 98 pounds,69980,fertility_enhancing_drugs
Not Applicable,2021,White,Obesity I 30.0-34.9,Unknown or Not Stated,3659,fertility_enhancing_drugs
Not Applicable,2021,White,Obesity II 35.0-39.9,Less than 11 pounds,46680,fertility_enhancing_drugs
Not Applicable,2021,White,Obesity II 35.0-39.9,11 to 20 pounds,51927,fertility_enhancing_drugs
Not Applicable,2021,White,Obesity II 35.0-39.9,21 to 30 pounds,49037,fertility_enhancing_drugs
Not Applicable,2021,White,Obesity II 35.0-39.9,31 to 40 pounds,29694,fertility_enhancing_drugs
Not Applicable,2021,White,Obesity II 35.0-39.9,41 to 98 pounds,26136,fertility_enhancing_drugs
Not Applicable,2021,White,Obesity II 35.0-39.9,Unknown or Not Stated,2623,fertility_enhancing_drugs
Not Applicable,2021,White,Extreme Obesity III > 39.9,Less than 11 pounds,44704,fertility_enhancing_drugs
Not Applicable,2021,White,Extreme Obesity III > 39.9,11 to 20 pounds,35342,fertility_enhancing_drugs
Not Applicable,2021,White,Extreme Obesity III > 39.9,21 to 30 pounds,29199,fertility_enhancing_drugs
Not Applicable,2021,White,Extreme Obesity III > 39.9,31 to 40 pounds,16489,fertility_enhancing_drugs
Not Applicable,2021,White,Extreme Obesity III > 39.9,41 to 98 pounds,14441,fertility_enhancing_drugs
Not Applicable,2021,White,Extreme Obesity III > 39.9,Unknown or Not Stated,3873,fertility_enhancing_drugs
Not Applicable,2021,White,Unknown or Not Stated,Less than 11 pounds,794,fertility_enhancing_drugs
Not Applicable,2021,White,Unknown or Not Stated,11 to 20 pounds,1207,fertility_enhancing_drugs
Not Applicable,2021,White,Unknown or Not Stated,21 to 30 pounds,1604,fertility_enhancing_drugs
Not Applicable,2021,White,Unknown or Not Stated,31 to 40 pounds,1222,fertility_enhancing_drugs
Not Applicable,2021,White,Unknown or Not Stated,41 to 98 pounds,931,fertility_enhancing_drugs
Not Applicable,2021,White,Unknown or Not Stated,Unknown or Not Stated,41835,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Underweight <18.5,Less than 11 pounds,82,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Underweight <18.5,11 to 20 pounds,301,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Underweight <18.5,21 to 30 pounds,852,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Underweight <18.5,31 to 40 pounds,876,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Underweight <18.5,41 to 98 pounds,927,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Underweight <18.5,Unknown or Not Stated,32,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Normal 18.5-24.9,Less than 11 pounds,1370,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Normal 18.5-24.9,11 to 20 pounds,4023,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Normal 18.5-24.9,21 to 30 pounds,9466,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Normal 18.5-24.9,31 to 40 pounds,10047,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Normal 18.5-24.9,41 to 98 pounds,10664,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Normal 18.5-24.9,Unknown or Not Stated,375,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Overweight 25.0-29.9,Less than 11 pounds,2276,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Overweight 25.0-29.9,11 to 20 pounds,4072,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Overweight 25.0-29.9,21 to 30 pounds,6484,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Overweight 25.0-29.9,31 to 40 pounds,5804,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Overweight 25.0-29.9,41 to 98 pounds,7267,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Overweight 25.0-29.9,Unknown or Not Stated,253,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Obesity I 30.0-34.9,Less than 11 pounds,2657,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Obesity I 30.0-34.9,11 to 20 pounds,3298,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Obesity I 30.0-34.9,21 to 30 pounds,3861,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Obesity I 30.0-34.9,31 to 40 pounds,3160,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Obesity I 30.0-34.9,41 to 98 pounds,3514,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Obesity I 30.0-34.9,Unknown or Not Stated,206,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Obesity II 35.0-39.9,Less than 11 pounds,2124,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Obesity II 35.0-39.9,11 to 20 pounds,2006,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Obesity II 35.0-39.9,21 to 30 pounds,2097,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Obesity II 35.0-39.9,31 to 40 pounds,1377,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Obesity II 35.0-39.9,41 to 98 pounds,1398,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Obesity II 35.0-39.9,Unknown or Not Stated,146,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Extreme Obesity III > 39.9,Less than 11 pounds,2310,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Extreme Obesity III > 39.9,11 to 20 pounds,1659,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Extreme Obesity III > 39.9,21 to 30 pounds,1427,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Extreme Obesity III > 39.9,31 to 40 pounds,849,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Extreme Obesity III > 39.9,41 to 98 pounds,920,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Extreme Obesity III > 39.9,Unknown or Not Stated,259,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Unknown or Not Stated,Less than 11 pounds,18,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Unknown or Not Stated,11 to 20 pounds,25,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Unknown or Not Stated,21 to 30 pounds,35,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Unknown or Not Stated,31 to 40 pounds,20,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Unknown or Not Stated,41 to 98 pounds,32,fertility_enhancing_drugs
Not Applicable,2021,More than one race,Unknown or Not Stated,Unknown or Not Stated,2005,fertility_enhancing_drugs
Not Reported,2021,American Indian or Alaska Native,Normal 18.5-24.9,11 to 20 pounds,16,fertility_enhancing_drugs
Not Reported,2021,American Indian or Alaska Native,Normal 18.5-24.9,21 to 30 pounds,24,fertility_enhancing_drugs
Not Reported,2021,American Indian or Alaska Native,Normal 18.5-24.9,31 to 40 pounds,18,fertility_enhancing_drugs
Not Reported,2021,American Indian or Alaska Native,Normal 18.5-24.9,41 to 98 pounds,21,fertility_enhancing_drugs
Not Reported,2021,American Indian or Alaska Native,Overweight 25.0-29.9,11 to 20 pounds,18,fertility_enhancing_drugs
Not Reported,2021,American Indian or Alaska Native,Overweight 25.0-29.9,21 to 30 pounds,29,fertility_enhancing_drugs
Not Reported,2021,American Indian or Alaska Native,Overweight 25.0-29.9,31 to 40 pounds,21,fertility_enhancing_drugs
Not Reported,2021,American Indian or Alaska Native,Obesity I 30.0-34.9,11 to 20 pounds,11,fertility_enhancing_drugs
Not Reported,2021,American Indian or Alaska Native,Obesity I 30.0-34.9,21 to 30 pounds,11,fertility_enhancing_drugs
Not Reported,2021,Asian,Underweight <18.5,11 to 20 pounds,14,fertility_enhancing_drugs
Not Reported,2021,Asian,Underweight <18.5,21 to 30 pounds,22,fertility_enhancing_drugs
Not Reported,2021,Asian,Underweight <18.5,31 to 40 pounds,20,fertility_enhancing_drugs
Not Reported,2021,Asian,Normal 18.5-24.9,Less than 11 pounds,38,fertility_enhancing_drugs
Not Reported,2021,Asian,Normal 18.5-24.9,11 to 20 pounds,117,fertility_enhancing_drugs
Not Reported,2021,Asian,Normal 18.5-24.9,21 to 30 pounds,222,fertility_enhancing_drugs
Not Reported,2021,Asian,Normal 18.5-24.9,31 to 40 pounds,176,fertility_enhancing_drugs
Not Reported,2021,Asian,Normal 18.5-24.9,41 to 98 pounds,91,fertility_enhancing_drugs
Not Reported,2021,Asian,Overweight 25.0-29.9,Less than 11 pounds,43,fertility_enhancing_drugs
Not Reported,2021,Asian,Overweight 25.0-29.9,11 to 20 pounds,89,fertility_enhancing_drugs
Not Reported,2021,Asian,Overweight 25.0-29.9,21 to 30 pounds,109,fertility_enhancing_drugs
Not Reported,2021,Asian,Overweight 25.0-29.9,31 to 40 pounds,63,fertility_enhancing_drugs
Not Reported,2021,Asian,Overweight 25.0-29.9,41 to 98 pounds,43,fertility_enhancing_drugs
Not Reported,2021,Asian,Obesity I 30.0-34.9,Less than 11 pounds,17,fertility_enhancing_drugs
Not Reported,2021,Asian,Obesity I 30.0-34.9,11 to 20 pounds,29,fertility_enhancing_drugs
Not Reported,2021,Asian,Obesity I 30.0-34.9,21 to 30 pounds,42,fertility_enhancing_drugs
Not Reported,2021,Asian,Obesity I 30.0-34.9,31 to 40 pounds,15,fertility_enhancing_drugs
Not Reported,2021,Asian,Obesity I 30.0-34.9,41 to 98 pounds,18,fertility_enhancing_drugs
Not Reported,2021,Asian,Obesity II 35.0-39.9,Less than 11 pounds,12,fertility_enhancing_drugs
Not Reported,2021,Asian,Obesity II 35.0-39.9,11 to 20 pounds,10,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Underweight <18.5,Less than 11 pounds,14,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Underweight <18.5,11 to 20 pounds,58,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Underweight <18.5,21 to 30 pounds,124,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Underweight <18.5,31 to 40 pounds,105,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Underweight <18.5,41 to 98 pounds,93,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Normal 18.5-24.9,Less than 11 pounds,367,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Normal 18.5-24.9,11 to 20 pounds,699,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Normal 18.5-24.9,21 to 30 pounds,1194,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Normal 18.5-24.9,31 to 40 pounds,926,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Normal 18.5-24.9,41 to 98 pounds,911,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Normal 18.5-24.9,Unknown or Not Stated,47,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Overweight 25.0-29.9,Less than 11 pounds,543,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Overweight 25.0-29.9,11 to 20 pounds,847,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Overweight 25.0-29.9,21 to 30 pounds,1020,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Overweight 25.0-29.9,31 to 40 pounds,758,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Overweight 25.0-29.9,41 to 98 pounds,860,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Overweight 25.0-29.9,Unknown or Not Stated,47,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Obesity I 30.0-34.9,Less than 11 pounds,713,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Obesity I 30.0-34.9,11 to 20 pounds,885,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Obesity I 30.0-34.9,21 to 30 pounds,811,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Obesity I 30.0-34.9,31 to 40 pounds,538,fertility_enhancing_drugs
Not Reported,2021,Black or African American,Obesity I 30.0-34.9,41 to 98 pounds,514,fertility_enhancing_drugs
